state_id,persona,n_masked,n_disclosed,disclosure_rate,n_clarify_turns,n_answered_clarifies,pass1,pass5
BigCodeBench/963,Experienced-Engineer,4,3,0.75,1,1,0,0
BigCodeBench/868,Novice-Learner,4,3,0.75,6,3,0,0
BigCodeBench/868,Busy-Developer,4,0,0.0,0,0,0,1
BigCodeBench/868,Experienced-Engineer,4,4,1.0,2,1,0,0
BigCodeBench/607,Novice-Learner,3,3,1.0,6,5,0,0
BigCodeBench/607,Busy-Developer,3,0,0.0,0,0,0,0
BigCodeBench/607,Experienced-Engineer,3,3,1.0,2,1,0,0
BigCodeBench/870,Novice-Learner,2,2,1.0,6,5,0,0
BigCodeBench/870,Busy-Developer,2,0,0.0,0,0,0,0
BigCodeBench/870,Experienced-Engineer,2,0,0.0,0,0,0,0
BigCodeBench/943,Novice-Learner,1,1,1.0,6,3,0,0
BigCodeBench/943,Busy-Developer,1,0,0.0,0,0,0,0
BigCodeBench/943,Experienced-Engineer,1,1,1.0,1,1,0,0
BigCodeBench/905,Novice-Learner,1,1,1.0,6,3,1,1
BigCodeBench/905,Busy-Developer,1,0,0.0,0,0,0,0
BigCodeBench/905,Experienced-Engineer,1,1,1.0,1,1,0,0
BigCodeBench/768,Novice-Learner,3,2,0.6666666666666666,6,2,0,0
BigCodeBench/768,Busy-Developer,3,0,0.0,0,0,0,0
BigCodeBench/768,Experienced-Engineer,3,3,1.0,1,1,0,0
BigCodeBench/176,Novice-Learner,3,3,1.0,6,4,0,1
BigCodeBench/176,Busy-Developer,3,0,0.0,0,0,0,1
BigCodeBench/176,Experienced-Engineer,3,3,1.0,1,1,0,0
BigCodeBench/863,Novice-Learner,2,2,1.0,6,4,0,0
BigCodeBench/863,Busy-Developer,2,0,0.0,0,0,0,0
BigCodeBench/863,Experienced-Engineer,2,2,1.0,1,1,0,0
BigCodeBench/738,Novice-Learner,2,2,1.0,6,2,1,1
BigCodeBench/738,Busy-Developer,2,0,0.0,0,0,0,1
BigCodeBench/738,Experienced-Engineer,2,2,1.0,2,1,0,1
BigCodeBench/843,Novice-Learner,3,3,1.0,6,4,0,0
BigCodeBench/843,Busy-Developer,3,0,0.0,0,0,0,0
BigCodeBench/843,Experienced-Engineer,3,2,0.6666666666666666,1,1,0,0
BigCodeBench/582,Novice-Learner,2,2,1.0,6,3,0,0
BigCodeBench/582,Busy-Developer,2,0,0.0,0,0,0,0
BigCodeBench/582,Experienced-Engineer,2,2,1.0,1,1,0,0
BigCodeBench/580,Novice-Learner,2,2,1.0,6,3,0,0
BigCodeBench/580,Busy-Developer,2,0,0.0,0,0,0,0
BigCodeBench/580,Experienced-Engineer,2,2,1.0,1,1,0,0
BigCodeBench/264,Novice-Learner,3,2,0.6666666666666666,6,2,0,0
BigCodeBench/264,Busy-Developer,3,0,0.0,0,0,0,0
BigCodeBench/264,Experienced-Engineer,3,0,0.0,2,0,0,0
BigCodeBench/497,Novice-Learner,3,3,1.0,6,3,0,0
BigCodeBench/497,Busy-Developer,3,0,0.0,0,0,0,0
BigCodeBench/497,Experienced-Engineer,3,3,1.0,1,1,0,0
BigCodeBench/283,Novice-Learner,2,2,1.0,6,2,0,1
BigCodeBench/283,Busy-Developer,2,0,0.0,0,0,1,1
BigCodeBench/283,Experienced-Engineer,2,2,1.0,2,1,1,1
BigCodeBench/809,Novice-Learner,2,2,1.0,6,2,1,1
BigCodeBench/809,Busy-Developer,2,0,0.0,0,0,1,1
BigCodeBench/809,Experienced-Engineer,2,0,0.0,2,0,1,1
BigCodeBench/836,Novice-Learner,2,2,1.0,6,3,0,1
BigCodeBench/836,Busy-Developer,2,0,0.0,0,0,0,0
BigCodeBench/836,Experienced-Engineer,2,0,0.0,1,0,0,0
BigCodeBench/732,Novice-Learner,2,2,1.0,6,3,0,0
BigCodeBench/732,Busy-Developer,2,0,0.0,0,0,0,0
BigCodeBench/732,Experienced-Engineer,2,2,1.0,1,1,0,0
BigCodeBench/1033,Novice-Learner,4,1,0.25,6,1,0,0
BigCodeBench/1033,Busy-Developer,4,0,0.0,0,0,0,0
BigCodeBench/1033,Experienced-Engineer,4,4,1.0,1,1,0,0
BigCodeBench/186,Novice-Learner,3,3,1.0,6,3,0,0
BigCodeBench/186,Busy-Developer,3,0,0.0,0,0,0,0
BigCodeBench/186,Experienced-Engineer,3,2,0.6666666666666666,2,1,0,0
BigCodeBench/688,Novice-Learner,2,2,1.0,6,2,1,1
BigCodeBench/688,Busy-Developer,2,0,0.0,0,0,1,1
BigCodeBench/688,Experienced-Engineer,2,2,1.0,2,2,1,1
BigCodeBench/179,Novice-Learner,3,3,1.0,6,4,0,0
BigCodeBench/179,Busy-Developer,3,0,0.0,0,0,0,0
BigCodeBench/179,Experienced-Engineer,3,2,0.6666666666666666,2,1,0,0
BigCodeBench/952,Novice-Learner,4,3,0.75,6,3,0,0
BigCodeBench/952,Busy-Developer,4,0,0.0,0,0,0,0
BigCodeBench/952,Experienced-Engineer,4,3,0.75,1,1,0,0
BigCodeBench/950,Novice-Learner,5,1,0.2,6,1,1,1
BigCodeBench/950,Busy-Developer,5,0,0.0,0,0,1,1
BigCodeBench/950,Experienced-Engineer,5,5,1.0,1,1,0,0
BigCodeBench/667,Novice-Learner,2,2,1.0,6,2,1,1
BigCodeBench/667,Busy-Developer,2,0,0.0,0,0,0,1
BigCodeBench/667,Experienced-Engineer,2,2,1.0,6,2,1,1
BigCodeBench/750,Novice-Learner,1,1,1.0,6,4,0,0
BigCodeBench/750,Busy-Developer,1,0,0.0,0,0,0,0
BigCodeBench/750,Experienced-Engineer,1,0,0.0,0,0,0,0
BigCodeBench/232,Novice-Learner,4,2,0.5,6,2,0,0
BigCodeBench/232,Busy-Developer,4,0,0.0,0,0,0,0
BigCodeBench/232,Experienced-Engineer,4,2,0.5,1,1,0,0
BigCodeBench/828,Novice-Learner,4,3,0.75,6,3,0,0
BigCodeBench/828,Busy-Developer,4,0,0.0,0,0,0,0
BigCodeBench/828,Experienced-Engineer,4,0,0.0,2,0,0,0
BigCodeBench/743,Novice-Learner,2,2,1.0,6,2,0,0
BigCodeBench/743,Busy-Developer,2,0,0.0,0,0,0,0
BigCodeBench/743,Experienced-Engineer,2,0,0.0,2,0,0,0
BigCodeBench/246,Novice-Learner,4,3,0.75,6,3,0,0
BigCodeBench/246,Busy-Developer,4,0,0.0,0,0,0,0
BigCodeBench/246,Experienced-Engineer,4,0,0.0,2,0,0,0
BigCodeBench/1024,Novice-Learner,4,4,1.0,6,6,0,0
BigCodeBench/1024,Busy-Developer,4,0,0.0,0,0,0,0
BigCodeBench/1024,Experienced-Engineer,4,3,0.75,1,1,0,0
BigCodeBench/204,Novice-Learner,2,2,1.0,6,4,1,1
BigCodeBench/204,Busy-Developer,2,0,0.0,0,0,0,0
BigCodeBench/204,Experienced-Engineer,2,2,1.0,2,1,1,1
BigCodeBench/624,Novice-Learner,2,2,1.0,6,4,0,0
BigCodeBench/624,Busy-Developer,2,0,0.0,0,0,0,0
BigCodeBench/624,Experienced-Engineer,2,2,1.0,1,1,0,0
BigCodeBench/1054,Novice-Learner,6,2,0.3333333333333333,6,2,1,1
BigCodeBench/1054,Busy-Developer,6,0,0.0,0,0,1,1
BigCodeBench/1054,Experienced-Engineer,6,0,0.0,3,0,0,0
BigCodeBench/1126,Novice-Learner,2,2,1.0,6,4,0,1
BigCodeBench/1126,Busy-Developer,2,0,0.0,0,0,1,1
BigCodeBench/1126,Experienced-Engineer,2,2,1.0,2,1,0,1
BigCodeBench/529,Novice-Learner,4,4,1.0,6,4,0,1
BigCodeBench/529,Busy-Developer,4,0,0.0,0,0,0,0
BigCodeBench/529,Experienced-Engineer,4,4,1.0,2,1,0,0
BigCodeBench/817,Novice-Learner,3,3,1.0,6,3,0,0
BigCodeBench/817,Busy-Developer,3,0,0.0,0,0,0,0
BigCodeBench/817,Experienced-Engineer,3,0,0.0,0,0,0,0
BigCodeBench/192,Novice-Learner,3,1,0.3333333333333333,6,1,0,0
BigCodeBench/192,Busy-Developer,3,0,0.0,0,0,0,0
BigCodeBench/192,Experienced-Engineer,3,3,1.0,1,1,0,0
BigCodeBench/402,Novice-Learner,4,4,1.0,6,5,0,0
BigCodeBench/402,Busy-Developer,4,0,0.0,0,0,0,0
BigCodeBench/402,Experienced-Engineer,4,4,1.0,1,1,0,0
BigCodeBench/691,Novice-Learner,2,2,1.0,6,4,0,0
BigCodeBench/691,Busy-Developer,2,0,0.0,0,0,0,1
BigCodeBench/691,Experienced-Engineer,2,2,1.0,3,1,0,0
BigCodeBench/314,Novice-Learner,3,3,1.0,6,4,0,0
BigCodeBench/314,Busy-Developer,3,0,0.0,0,0,0,0
BigCodeBench/314,Experienced-Engineer,3,3,1.0,2,1,0,0
BigCodeBench/933,Novice-Learner,2,2,1.0,6,3,0,0
BigCodeBench/933,Busy-Developer,2,0,0.0,0,0,0,0
BigCodeBench/933,Experienced-Engineer,2,2,1.0,1,1,0,0
BigCodeBench/1107,Novice-Learner,2,2,1.0,6,4,0,0
BigCodeBench/1107,Busy-Developer,2,0,0.0,0,0,0,0
BigCodeBench/1107,Experienced-Engineer,2,2,1.0,1,1,0,0
BigCodeBench/571,Novice-Learner,2,2,1.0,6,3,0,0
BigCodeBench/571,Busy-Developer,2,0,0.0,0,0,0,0
BigCodeBench/571,Experienced-Engineer,2,2,1.0,1,1,0,0
BigCodeBench/982,Novice-Learner,2,2,1.0,6,2,1,1
BigCodeBench/982,Busy-Developer,2,0,0.0,0,0,0,0
BigCodeBench/982,Experienced-Engineer,2,2,1.0,1,1,1,1
BigCodeBench/1021,Novice-Learner,4,2,0.5,6,2,0,0
BigCodeBench/1021,Busy-Developer,4,0,0.0,0,0,0,0
BigCodeBench/1021,Experienced-Engineer,4,4,1.0,1,1,0,1
BigCodeBench/267,Novice-Learner,4,4,1.0,6,5,0,0
BigCodeBench/267,Busy-Developer,4,0,0.0,0,0,0,0
BigCodeBench/267,Experienced-Engineer,4,4,1.0,2,1,0,0
BigCodeBench/1058,Novice-Learner,2,2,1.0,6,3,0,0
BigCodeBench/1058,Busy-Developer,2,0,0.0,0,0,0,0
BigCodeBench/1058,Experienced-Engineer,2,2,1.0,1,1,0,0
BigCodeBench/225,Novice-Learner,4,3,0.75,6,3,0,0
BigCodeBench/225,Busy-Developer,4,0,0.0,0,0,0,0
BigCodeBench/225,Experienced-Engineer,4,3,0.75,1,1,0,0
BigCodeBench/588,Novice-Learner,2,2,1.0,6,4,0,0
BigCodeBench/588,Busy-Developer,2,0,0.0,0,0,0,0
BigCodeBench/588,Experienced-Engineer,2,2,1.0,1,1,0,0
BigCodeBench/735,Novice-Learner,2,2,1.0,6,3,1,1
BigCodeBench/735,Busy-Developer,2,0,0.0,0,0,0,0
BigCodeBench/735,Experienced-Engineer,2,2,1.0,3,2,1,1
BigCodeBench/148,Novice-Learner,2,2,1.0,6,3,0,1
BigCodeBench/148,Busy-Developer,2,0,0.0,0,0,1,1
BigCodeBench/148,Experienced-Engineer,2,2,1.0,1,1,1,1
BigCodeBench/243,Novice-Learner,4,4,1.0,6,4,0,0
BigCodeBench/243,Busy-Developer,4,0,0.0,0,0,0,0
BigCodeBench/243,Experienced-Engineer,4,3,0.75,1,1,0,0
BigCodeBench/313,Novice-Learner,3,3,1.0,6,4,0,0
BigCodeBench/313,Busy-Developer,3,0,0.0,0,0,0,0
BigCodeBench/313,Experienced-Engineer,3,3,1.0,4,1,0,0
BigCodeBench/1051,Novice-Learner,5,5,1.0,6,6,0,0
BigCodeBench/1051,Busy-Developer,5,0,0.0,0,0,0,0
BigCodeBench/1051,Experienced-Engineer,5,4,0.8,1,1,0,0
BigCodeBench/149,Novice-Learner,4,4,1.0,6,4,0,0
BigCodeBench/149,Busy-Developer,4,0,0.0,0,0,0,0
BigCodeBench/149,Experienced-Engineer,4,3,0.75,4,1,0,0
BigCodeBench/245,Novice-Learner,2,2,1.0,6,4,0,1
BigCodeBench/245,Busy-Developer,2,0,0.0,0,0,1,1
BigCodeBench/245,Experienced-Engineer,2,0,0.0,6,0,0,0
BigCodeBench/989,Novice-Learner,5,2,0.4,6,2,0,0
BigCodeBench/989,Busy-Developer,5,0,0.0,0,0,0,0
BigCodeBench/989,Experienced-Engineer,5,3,0.6,3,1,0,0
BigCodeBench/1010,Novice-Learner,5,3,0.6,6,3,1,1
BigCodeBench/1010,Busy-Developer,5,0,0.0,0,0,1,1
BigCodeBench/1010,Experienced-Engineer,5,5,1.0,3,1,0,0
BigCodeBench/247,Novice-Learner,4,3,0.75,6,3,0,0
BigCodeBench/247,Busy-Developer,4,0,0.0,0,0,0,0
BigCodeBench/247,Experienced-Engineer,4,2,0.5,1,1,0,0
BigCodeBench/647,Novice-Learner,2,2,1.0,6,4,0,0
BigCodeBench/647,Busy-Developer,2,0,0.0,0,0,0,0
BigCodeBench/647,Experienced-Engineer,2,2,1.0,1,1,0,0
BigCodeBench/746,Novice-Learner,3,3,1.0,6,3,0,0
BigCodeBench/746,Busy-Developer,3,0,0.0,0,0,0,0
BigCodeBench/746,Experienced-Engineer,3,3,1.0,1,1,0,0
BigCodeBench/676,Novice-Learner,2,2,1.0,6,3,1,1
BigCodeBench/676,Busy-Developer,2,0,0.0,0,0,0,0
BigCodeBench/676,Experienced-Engineer,2,2,1.0,1,1,0,0
BigCodeBench/958,Novice-Learner,3,3,1.0,6,3,0,0
BigCodeBench/958,Busy-Developer,3,0,0.0,0,0,0,0
BigCodeBench/958,Experienced-Engineer,3,2,0.6666666666666666,2,1,0,0
BigCodeBench/224,Novice-Learner,6,2,0.3333333333333333,6,2,0,0
BigCodeBench/224,Busy-Developer,6,0,0.0,0,0,0,0
BigCodeBench/224,Experienced-Engineer,6,6,1.0,1,1,0,0
BigCodeBench/152,Novice-Learner,3,3,1.0,6,4,0,0
BigCodeBench/152,Busy-Developer,3,0,0.0,0,0,0,0
BigCodeBench/152,Experienced-Engineer,3,2,0.6666666666666666,2,1,0,0
BigCodeBench/111,Novice-Learner,3,3,1.0,6,4,0,0
BigCodeBench/111,Busy-Developer,3,0,0.0,0,0,0,0
BigCodeBench/111,Experienced-Engineer,3,0,0.0,6,0,0,0
BigCodeBench/221,Novice-Learner,3,3,1.0,6,4,0,0
BigCodeBench/221,Busy-Developer,3,0,0.0,0,0,0,0
BigCodeBench/221,Experienced-Engineer,3,2,0.6666666666666666,1,1,0,0
